year,state_alpha,county_name,county_code,commodity_desc,short_desc,Value,unit_desc
2017,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.6,BU / ACRE
2018,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.9,BU / ACRE
2019,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.3,BU / ACRE
2020,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.9,BU / ACRE
2021,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",66.5,BU / ACRE
2022,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",64.9,BU / ACRE
2023,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",64.1,BU / ACRE
2025,IA,GRUNDY,075,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",67.3,BU / ACRE
2010,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.0,BU / ACRE
2011,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.2,BU / ACRE
2012,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.7,BU / ACRE
2013,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.9,BU / ACRE
2014,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.8,BU / ACRE
2015,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.4,BU / ACRE
2016,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.4,BU / ACRE
2017,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.2,BU / ACRE
2018,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.0,BU / ACRE
2019,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.2,BU / ACRE
2020,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.5,BU / ACRE
2022,IA,GUTHRIE,077,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.6,BU / ACRE
2010,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48.1,BU / ACRE
2011,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.5,BU / ACRE
2012,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.8,BU / ACRE
2013,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.0,BU / ACRE
2014,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.1,BU / ACRE
2015,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.3,BU / ACRE
2016,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.0,BU / ACRE
2017,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,BU / ACRE
2018,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.9,BU / ACRE
2019,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.4,BU / ACRE
2020,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.5,BU / ACRE
2021,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.2,BU / ACRE
2022,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.3,BU / ACRE
2023,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.2,BU / ACRE
2024,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.6,BU / ACRE
2025,IA,HAMILTON,079,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",65.1,BU / ACRE
2010,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.2,BU / ACRE
2011,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.3,BU / ACRE
2012,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.4,BU / ACRE
2013,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.7,BU / ACRE
2014,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.6,BU / ACRE
2015,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.6,BU / ACRE
2016,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.4,BU / ACRE
2017,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.4,BU / ACRE
2018,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.2,BU / ACRE
2019,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.6,BU / ACRE
2020,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.0,BU / ACRE
2021,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.5,BU / ACRE
2022,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.0,BU / ACRE
2023,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.2,BU / ACRE
2024,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.2,BU / ACRE
2025,IA,HANCOCK,081,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.9,BU / ACRE
2010,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.3,BU / ACRE
2011,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.6,BU / ACRE
2012,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.8,BU / ACRE
2013,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.1,BU / ACRE
2014,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.9,BU / ACRE
2015,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.6,BU / ACRE
2016,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.9,BU / ACRE
2017,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.7,BU / ACRE
2018,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.3,BU / ACRE
2019,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.9,BU / ACRE
2020,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.8,BU / ACRE
2021,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",65.0,BU / ACRE
2022,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.4,BU / ACRE
2023,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.2,BU / ACRE
2025,IA,HARDIN,083,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",64.9,BU / ACRE
2010,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.9,BU / ACRE
2011,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.8,BU / ACRE
2012,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.8,BU / ACRE
2013,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.4,BU / ACRE
2014,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.2,BU / ACRE
2015,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.1,BU / ACRE
2016,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.2,BU / ACRE
2017,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.7,BU / ACRE
2018,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.6,BU / ACRE
2020,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.1,BU / ACRE
2022,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.4,BU / ACRE
2023,IA,HARRISON,085,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.4,BU / ACRE
2010,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.7,BU / ACRE
2011,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.5,BU / ACRE
2012,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.3,BU / ACRE
2013,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.3,BU / ACRE
2014,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.1,BU / ACRE
2015,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.8,BU / ACRE
2016,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,BU / ACRE
2017,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.5,BU / ACRE
2018,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.3,BU / ACRE
2019,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9,BU / ACRE
2020,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.9,BU / ACRE
2021,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.3,BU / ACRE
2022,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.3,BU / ACRE
2023,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.9,BU / ACRE
2024,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",66.4,BU / ACRE
2025,IA,HENRY,087,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",64.8,BU / ACRE
2010,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.7,BU / ACRE
2011,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.4,BU / ACRE
2012,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.4,BU / ACRE
2013,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.2,BU / ACRE
2014,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48.7,BU / ACRE
2015,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.9,BU / ACRE
2016,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.4,BU / ACRE
2017,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.6,BU / ACRE
2018,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.7,BU / ACRE
2019,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.1,BU / ACRE
2020,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.5,BU / ACRE
2021,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.3,BU / ACRE
2022,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.9,BU / ACRE
2023,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.0,BU / ACRE
2024,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,BU / ACRE
2025,IA,HOWARD,089,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.0,BU / ACRE
2010,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.0,BU / ACRE
2011,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.8,BU / ACRE
2012,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.0,BU / ACRE
2013,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.9,BU / ACRE
2014,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.4,BU / ACRE
2015,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.6,BU / ACRE
2016,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.0,BU / ACRE
2017,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.0,BU / ACRE
2018,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.4,BU / ACRE
2019,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.9,BU / ACRE
2020,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9,BU / ACRE
2021,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.4,BU / ACRE
2022,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.0,BU / ACRE
2023,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9,BU / ACRE
2024,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.7,BU / ACRE
2025,IA,HUMBOLDT,091,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.4,BU / ACRE
2010,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.4,BU / ACRE
2011,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.3,BU / ACRE
2012,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.9,BU / ACRE
2013,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.1,BU / ACRE
2014,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.7,BU / ACRE
2015,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.2,BU / ACRE
2016,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",67.6,BU / ACRE
2017,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.1,BU / ACRE
2018,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.8,BU / ACRE
2020,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,BU / ACRE
2021,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",65.6,BU / ACRE
2022,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.1,BU / ACRE
2023,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.8,BU / ACRE
2024,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.5,BU / ACRE
2025,IA,IDA,093,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",69.6,BU / ACRE
2010,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.3,BU / ACRE
2011,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.0,BU / ACRE
2012,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.7,BU / ACRE
2013,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.4,BU / ACRE
2014,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.4,BU / ACRE
2015,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.2,BU / ACRE
2016,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.4,BU / ACRE
2017,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.7,BU / ACRE
2018,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.0,BU / ACRE
2019,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.3,BU / ACRE
2020,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.8,BU / ACRE
2022,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.6,BU / ACRE
2023,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.2,BU / ACRE
2024,IA,IOWA,095,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.9,BU / ACRE
2010,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.4,BU / ACRE
2011,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.6,BU / ACRE
2012,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.1,BU / ACRE
2013,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.1,BU / ACRE
2014,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.9,BU / ACRE
2015,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.3,BU / ACRE
2016,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.1,BU / ACRE
2017,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.2,BU / ACRE
2018,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.1,BU / ACRE
2020,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.7,BU / ACRE
2022,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",66.3,BU / ACRE
2024,IA,JACKSON,097,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",64.6,BU / ACRE
2010,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48.3,BU / ACRE
2011,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.6,BU / ACRE
2012,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.9,BU / ACRE
2013,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.2,BU / ACRE
2014,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.6,BU / ACRE
2015,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.9,BU / ACRE
2016,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.3,BU / ACRE
2017,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.5,BU / ACRE
2018,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.7,BU / ACRE
2019,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.5,BU / ACRE
2021,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",67.3,BU / ACRE
2022,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.1,BU / ACRE
2023,IA,JASPER,099,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.8,BU / ACRE
2010,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.8,BU / ACRE
2011,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.9,BU / ACRE
2012,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.0,BU / ACRE
2013,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.1,BU / ACRE
2014,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.3,BU / ACRE
2015,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.1,BU / ACRE
2016,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.1,BU / ACRE
2017,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.1,BU / ACRE
2018,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.0,BU / ACRE
2019,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.3,BU / ACRE
2020,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.8,BU / ACRE
2021,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.9,BU / ACRE
2022,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.7,BU / ACRE
2023,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.9,BU / ACRE
2024,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.5,BU / ACRE
2025,IA,JEFFERSON,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.9,BU / ACRE
2010,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48.9,BU / ACRE
2011,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,BU / ACRE
2012,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.4,BU / ACRE
2013,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.3,BU / ACRE
2014,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.0,BU / ACRE
2015,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.4,BU / ACRE
2016,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.1,BU / ACRE
2017,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.4,BU / ACRE
2018,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.9,BU / ACRE
2019,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,BU / ACRE
2020,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.8,BU / ACRE
2022,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.1,BU / ACRE
2023,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.5,BU / ACRE
2024,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.5,BU / ACRE
2025,IA,JOHNSON,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",66.2,BU / ACRE
2010,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.6,BU / ACRE
2011,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.4,BU / ACRE
2012,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.6,BU / ACRE
2013,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.5,BU / ACRE
2014,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.5,BU / ACRE
2015,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,BU / ACRE
2016,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.4,BU / ACRE
2017,IA,JONES,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.9,BU / ACRE
