year,state_fips,state_alpha,county_fips,county_name,yield_bu_acre,ndvi_jun,ndvi_jul,precip_sum_jun,precip_sum_jul,tmean_jun,tmean_jul,tmax_jun,tmax_jul,tmin_jun,tmin_jul,soil_moisture_jun,soil_moisture_jul,soil_organic_carbon,soil_ph,soil_clay_pct,soil_sand_pct,soil_water_content_33kpa,elevation_m,slope_deg,pct_continuous
2012,19,IA,073,GREENE,124.6,0.8184422775913771,0.7984654416134945,65.02129751497453,18.636871642443374,22.582328937811575,26.224392313849695,28.943314668274297,33.28346283733376,16.222319306698914,19.166330430969037,0.2827585882631016,0.1528028601834508,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.402780229163097
2013,19,IA,073,GREENE,137.9,0.5710980396807773,0.8413487275660538,127.39764787709323,12.988821731795092,20.75296442554071,22.599585834920315,25.88779067825443,28.890649022996715,15.619134358399537,16.309528791876744,0.3639984400051873,0.1987625110540963,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.429315408218427
2014,19,IA,073,GREENE,181.2,0.8232129961030432,0.8710719250691482,192.79293797190417,69.82076339771255,21.01819529041303,20.174202428242346,26.687146735995498,25.81722280744196,15.350264656956291,14.532176712156645,0.3729611720916463,0.2992413623995599,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.385024795417875
2015,19,IA,073,GREENE,189.0,0.7221254209127359,0.8825198787313132,239.94579154856575,123.2456407328135,21.046594076274605,22.047524697142215,26.382170886596867,27.39073990664359,15.7120079385314,16.705274545250127,0.3595936216889412,0.3287201725534937,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.3184675900677836
2016,19,IA,073,GREENE,205.5,0.8083995457662155,0.8877255355764251,49.64735357031911,159.15098732330904,23.75735159125746,22.78996822332497,30.660383596648497,28.14378651781347,16.85531421181215,17.43714644392113,0.3021018391823465,0.2897314377132436,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.3321033064271126
2017,19,IA,073,GREENE,202.2,0.781020488069821,0.8605901562286572,54.827697919615225,58.27868152889949,22.50211000211888,24.395998216141077,29.596467489783212,30.768563739049895,15.408744886288217,18.0244633792805,0.272515909317579,0.2176210282940467,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.3342554330119973
2018,19,IA,073,GREENE,201.3,0.8241410309565044,0.8728203900028001,218.42635688652368,27.611442250022037,23.18049903521247,23.10198082069409,28.607923839239152,29.214578524253437,17.754075407540107,16.990375015096337,0.3641301159492305,0.2869581234518633,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.2635738741223739
2019,19,IA,073,GREENE,201.4,0.7679042583021523,0.8717390492622012,104.1844724199173,138.57482090264728,21.104253962698696,23.925867730428138,27.046771503604464,29.65722482233339,15.1618357618792,18.1946126890425,0.3420977450247682,0.2488823836351454,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.2699546446882421
2020,19,IA,073,GREENE,153.8,0.736744538503499,0.8552521660601216,55.475263304236215,36.867636182593586,23.169149203887805,24.2358271511541,28.95883508989779,30.351376977490077,17.379562325337133,18.120380142242585,0.311639153321167,0.2548736020980734,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.3104093878927443
2021,19,IA,073,GREENE,220.5,0.7543521280057855,0.8932973578177413,75.46500973199836,113.17370989652382,23.43578033358612,22.869925848241643,29.982023683656625,28.89313721571441,16.754794544883413,16.84685583338052,0.2480654857116792,0.275981662517331,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.231673769969399
2022,19,IA,073,GREENE,197.3,0.6965094354385752,0.8858219937204711,98.9169516260098,83.87392339050399,22.416919548916876,23.43925967958358,28.665203434477096,29.262255652467008,16.1687779995329,17.616405846522866,0.3321611245042968,0.2630604294894461,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.1915305869700181
2023,19,IA,073,GREENE,208.0,0.8341007225177249,0.8988853258451345,81.01064944199318,112.05735716354776,21.80918250614939,21.85053646006659,28.168052258110244,27.661383567746803,15.45045717882231,16.039833217280854,0.2317297280889305,0.2047694111752761,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.2084071926978957
2024,19,IA,073,GREENE,223.1,0.8062867705876435,0.8800412916550923,81.18664612677813,117.27062770750368,22.808993815626973,22.58930697619903,29.139836577058503,28.445748831487364,16.478151111759722,16.732865163140474,0.3426048691950549,0.3185372687633857,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.2381561277646587
2025,19,IA,073,GREENE,213.3,0.8148988637981249,0.909032907500609,156.5233269702746,254.58178476013452,23.23319500243347,24.66306370947875,29.447619624042325,30.754116702698244,17.01877035902086,18.571958074467265,0.3422685794011497,0.3363575712943425,3.4044603293164424,64.06822789062487,26.626232229500257,31.429028502940454,24.71173009882463,329.7964016796608,2.611183612048851,0.2221710438687206
2010,19,IA,075,GRUNDY,192.9,0.8089991835406171,0.8809644632641125,211.82537571962487,242.6413236177415,21.432672143915266,23.509420525486668,26.775260940963676,28.644285176519077,16.09106612666808,18.375559638855485,0.3877936803417615,0.3658617509578781,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2368134862277011
2011,19,IA,075,GRUNDY,172.8,0.7294620102009601,0.8788697373716614,107.3643494581616,103.55054984187495,20.817702844448533,24.922327833912387,25.963596446973053,30.356726916352923,15.67281759156663,19.488917574025702,0.3694924918357334,0.2799156684262795,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2370901488493983
2012,19,IA,075,GRUNDY,161.5,0.7720524630526108,0.8436035713214641,48.99715546087262,48.36883884717506,21.99970284483819,25.85474623587718,28.340335707149585,32.37992985771939,15.660074773460924,19.330546979867545,0.2620535365061408,0.183647943460354,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.3000800876325677
2013,19,IA,075,GRUNDY,180.8,0.5467767338324151,0.8454619366865503,132.9480201726054,81.08685096261662,20.37447494320145,22.29254129353891,25.43385557355676,28.360074334844004,15.316065581836336,16.225992135123754,0.3784218829723669,0.2436488192244055,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.309109119226687
2014,19,IA,075,GRUNDY,182.4,0.7415876822318566,0.8694233974712897,295.18540420091,43.93071721788844,21.023540405922507,20.154053592057775,26.36536048367347,25.75696286817315,15.68270984780044,14.552146539899768,0.3644748666825718,0.3248407026110515,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2763913248805679
2015,19,IA,075,GRUNDY,199.9,0.7700447438998911,0.8965090733498556,135.24691634796926,116.5740290844352,20.65514391179884,21.89725066547391,25.90134661790233,27.26222420064394,15.409943862937562,16.533263313802518,0.3583812440288204,0.3243664011028793,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.220953814749623
2016,19,IA,075,GRUNDY,198.5,0.7993053907141726,0.8866608741814338,180.23350192585025,96.07262248009664,22.303878789064065,22.41540946287491,28.66872381088761,27.447288146991102,15.94004810970663,17.384529868337708,0.3043213455800811,0.3150063728237415,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2770306663160304
2017,19,IA,075,GRUNDY,217.3,0.7708788751109878,0.8789658098977801,123.81433427831668,66.13541657744437,21.65694175978816,22.934034683742027,28.288717066449653,28.773956320536463,15.026156462176727,17.095123548530758,0.27664665448664,0.2959207396191201,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2818027501280642
2018,19,IA,075,GRUNDY,225.2,0.7711039680599628,0.8853260157633345,148.6822717329548,86.96443334766307,22.560673029871513,22.23748145501668,28.021141558525187,27.9951217223713,17.10121332576424,16.480836027088127,0.36319663578461,0.2936751930630495,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2144554095287658
2019,19,IA,075,GRUNDY,209.8,0.6886377754665347,0.8843746429813985,105.61029532081189,57.368175531865326,20.305029683676825,23.72620686882335,25.883529746052485,29.307321992533055,14.726627646816766,18.1451915756434,0.3549744048197406,0.3066285541956908,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2673017142086525
2020,19,IA,075,GRUNDY,182.7,0.6744418439963982,0.8814798137512728,262.3266122790381,51.37016105043411,22.3930319157751,24.07593213750384,28.08128784397856,30.091916474293367,16.704874616070178,18.060046139813565,0.3520911422467167,0.3263423969230392,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.3335367093756357
2021,19,IA,075,GRUNDY,209.4,0.7101257965759515,0.8741182612508146,48.44594640141192,71.41864729374954,23.51728152326508,22.876364385713664,30.113583114581697,28.701033530762388,16.86309960177111,17.051837803035664,0.2652610789143643,0.290071851978853,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2755333933846993
2022,19,IA,075,GRUNDY,207.5,0.6136446465796833,0.8916051811427195,121.55293078540952,122.09760940793387,21.62722062236945,23.031422254557224,27.95382627455163,28.704661167436218,15.300757522755315,17.358326183543774,0.3319913468613188,0.2579387401371397,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2020711270572085
2023,19,IA,075,GRUNDY,212.9,0.7804782784980097,0.8943108463445872,74.36737756040738,72.4262289553258,21.391336790883425,21.92499239669617,28.048627760183397,28.23591618050143,14.734187882864765,15.614209333682467,0.1883132324790607,0.1947339409649065,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2284415107482768
2025,19,IA,075,GRUNDY,215.9,0.7680912182426294,0.8946321936907285,166.61376621537036,247.68727095844247,22.667991145947095,23.864923370259294,28.485983454565485,29.22891409004679,16.8499988795921,18.50086689029281,0.3200406180286714,0.3442029888132958,3.9176080051352,63.29540219024948,24.6476286675256,26.470129563999713,24.12650019404469,311.71927552083395,3.352000462804587,0.2628134675628364
2010,19,IA,077,GUTHRIE,141.3,0.7843276927067159,0.8399534562670985,322.0978550179449,192.92728623668032,21.79930172727865,23.756848883062215,27.590827126767415,28.922263153524806,16.008758951323124,18.592415911972623,0.3744145773468486,0.357111705859741,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.2189820226530694
2011,19,IA,077,GUTHRIE,169.4,0.7370339687738464,0.867760944528533,187.43952593648433,54.68120273026613,21.328469857408233,25.62092859243779,26.667165978749587,30.951710687738437,15.990754287813866,20.29112309200744,0.3788175838660461,0.2536325395442772,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.2564034701561513
2012,19,IA,077,GUTHRIE,113.4,0.7483090413840608,0.7734857656367715,74.98191274957381,13.078605295476564,22.752015145561582,26.588601324254597,29.12098718383993,33.93014477492104,16.384016266833857,19.24805785225049,0.2823929239316111,0.1570269403637311,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.3223890229324488
2013,19,IA,077,GUTHRIE,130.1,0.604201015177734,0.8294755004456839,150.7044732456742,22.95631985921277,20.757142273091013,22.661893542171747,26.025819381804517,29.03488536267509,15.48944881449088,16.289902578803694,0.3478868089137865,0.1897109033613665,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.3253190241798543
2014,19,IA,077,GUTHRIE,176.1,0.799990623292825,0.8479509318707168,207.851379882842,46.35416389601271,21.347558248079377,20.538997300698355,27.038942894188818,26.48397823016429,15.657187804182003,14.595020279893047,0.3712576216002359,0.2931595639133151,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.2734655853377222
2015,19,IA,077,GUTHRIE,179.2,0.7048647107533185,0.8604537468295541,253.6248102058719,146.12224188507557,21.19540273409511,22.37131019600421,26.62576791006641,27.801454201999917,15.766032306425892,16.942155076351778,0.3578624278604507,0.3457109823037453,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.2288504565089685
2016,19,IA,077,GUTHRIE,198.2,0.7444303070151362,0.8682420866477539,34.695997551121934,108.83084134101672,23.79874787751963,22.78048498018858,30.585432811599905,28.16233134121519,17.01306645028987,17.399629976050576,0.2961404134447346,0.3025526892747617,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.2572839267288888
2017,19,IA,077,GUTHRIE,197.6,0.7610870440883456,0.8431103250814804,77.56389708205303,62.7976099310396,22.32976233838608,24.566108164127677,29.307334275103273,30.805460055988775,15.35317860181414,18.32775407921316,0.2726006310533714,0.2114143757444243,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.2372602280151383
2018,19,IA,077,GUTHRIE,192.2,0.8184369054193473,0.8515620394916448,203.17223159525412,25.45026304007588,23.106712870914567,22.990252180465607,28.543336435326125,29.1184949254205,17.671083043393086,16.862985255876588,0.3515063130260719,0.2680501813984389,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.1803853229737433
2019,19,IA,077,GUTHRIE,196.7,0.7345461209925271,0.8472759725763092,69.50240870494335,68.45704959106808,21.07907572797999,23.832434538760463,26.937556088777075,29.536789505602297,15.220695017925634,18.128181827889204,0.3413539405008554,0.2466830687775725,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.1752021787143591
2020,19,IA,077,GUTHRIE,151.3,0.6785022675027979,0.8264502487136544,37.00885164353091,26.90565926831764,23.3680112089056,24.429478401821022,29.361752879568737,30.72791561461452,17.374370964382706,18.131143166741392,0.3253400126806147,0.2908331032759191,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.2006669638451588
2021,19,IA,077,GUTHRIE,220.0,0.7460858113426767,0.8824214549459845,74.6992812800411,131.84790205305737,23.2697991326987,22.78331222772452,30.12664265559984,29.064813951949084,16.490013101172107,16.501954939654503,0.2489374050570727,0.2592256497095277,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.1518989031787415
2022,19,IA,077,GUTHRIE,193.6,0.6900438200584544,0.8541851376221655,140.33216207997617,86.54909644897268,22.566498115279185,23.550804120051573,29.079102712662596,29.57848444653312,16.054034406073853,17.523265188543764,0.3335796109996132,0.2820402226568289,3.241138717386028,61.45443214800254,26.075212324482045,21.057394335207835,25.675889835210725,363.32794037401,4.682106202727207,0.1195047942064229
2010,19,IA,079,HAMILTON,169.6,0.8106582240130378,0.8820828970860279,232.67415991534693,268.41405216514926,21.582335672751775,23.755584334891164,27.161791578595743,28.9666288332432,16.003854333181568,18.54554670722308,0.3868300263633486,0.3643250846170744,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.4319728858522698
2011,19,IA,079,HAMILTON,180.6,0.7776985246175537,0.8831117726860348,105.37031977285592,82.94244494676882,20.699317810051056,24.89625428499395,25.819074783629212,30.25334103053763,15.580565456582097,19.54014414154308,0.3745462992864805,0.2808944055182441,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.4566723731513896
2012,19,IA,079,HAMILTON,138.0,0.8073204151615516,0.8293237151202261,77.4791471870177,37.45708028629618,22.244065329418216,25.77896577835496,28.56726894862378,32.590276491482555,15.92186076543942,18.96864459726207,0.2724832634478371,0.1591319369813424,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.5326306725355419
2013,19,IA,079,HAMILTON,135.0,0.5317742391106748,0.8303496234670724,99.65112183433187,40.72347135637567,20.516693213450484,22.4668446851536,25.67123218215038,28.727016417394623,15.36315414792353,16.207653360923892,0.373175877423052,0.2191171850673958,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.5614125454392774
2014,19,IA,079,HAMILTON,173.1,0.7926740456876323,0.8504766669743739,221.9505768185331,44.70607885228155,20.87251322768696,20.001491141157988,26.41640075458764,25.667442661144342,15.329646505019356,14.336555416324115,0.364001231024395,0.3165517882731095,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.4632392229824165
2015,19,IA,079,HAMILTON,198.1,0.789060533349661,0.8975005597469675,108.44980006767896,113.25247280906191,20.77326039891165,21.83082821405037,26.10208776577282,27.307535125493914,15.44543798292467,16.355110473239243,0.3539138317416828,0.3119083844945278,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.4236782952567347
2016,19,IA,079,HAMILTON,209.0,0.8092837641142147,0.8787405742657579,59.473898140952095,132.7848097936378,22.69092281910581,22.41669412045596,29.29869303896117,27.68688112278413,16.084128938716816,17.147470630375558,0.3083082811845826,0.2937502694780621,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.449232777665621
2017,19,IA,079,HAMILTON,194.6,0.8038529934968062,0.8565331638669831,104.7510893622514,20.380475790254195,21.85687582564929,23.464684220050874,28.641854282040143,29.597721204255997,15.072894635414226,17.33264049867865,0.2704092763116396,0.2401674358640527,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.4871982129435569
2018,19,IA,079,HAMILTON,188.9,0.8056984612852942,0.8729948215016015,220.0566821306,54.704290602215565,22.76415626495949,22.5988113722184,28.165053199492565,28.494345661590252,17.36426586345199,16.704277248204047,0.3634319023360463,0.293649008312066,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.424888088913893
2019,19,IA,079,HAMILTON,198.2,0.709332071011547,0.867461413793684,106.2915705307253,106.3023662064634,20.45441201926788,23.29987170370515,26.09046945043701,28.79161602833684,14.81845901674731,17.80822803668294,0.3432177731494747,0.2695794669499989,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.4072489213002475
2020,19,IA,079,HAMILTON,166.2,0.7444388859520872,0.8718229155294339,120.87418767220665,28.063030835099696,22.840659907620307,23.810698940053328,28.666670122436187,30.011527079461807,17.014750755533232,17.60997167831259,0.3113424008494561,0.2660052510524464,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.4379452292531225
2022,19,IA,079,HAMILTON,208.6,0.6793478719997306,0.8871982031873323,105.99381486157414,109.64066722023831,21.938289611402105,23.20986706369562,28.135434008085053,29.068623757629712,15.741289159150076,17.35125093557591,0.3364106654672107,0.2504570918121555,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.310736218616101
2023,19,IA,079,HAMILTON,215.5,0.8234528360326209,0.8931530308547818,112.8589491687175,44.23159005777823,21.498479988195474,21.562642603607223,27.935349647209243,27.85592237309979,15.06175455789145,15.269504880034637,0.207579583654441,0.2035845588081899,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.3096209888092488
2024,19,IA,079,HAMILTON,212.3,0.7042242267480718,0.869359825397597,95.48135923179272,161.50962621710838,22.38415579061868,22.32688320250528,28.443322977711716,27.850155927214846,16.32498869723453,16.803610638111273,0.3553985571144186,0.3320828771994883,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.3431777357949664
2025,19,IA,079,HAMILTON,212.7,0.8183942726132,0.8927702040902373,184.00452909250808,245.78817713038515,22.416024191012127,23.85960696559794,28.11274446419022,29.185465763751814,16.71930397168495,18.533711584328803,0.3409438279197864,0.3416929283860217,3.981993011331618,64.70301258456638,26.181406728272968,34.35247318115151,24.728027126637965,339.7404972915826,2.1654479075483417,0.3503244311468966
2010,19,IA,081,HANCOCK,176.9,0.7824916921114478,0.8916636736136602,221.5956341361461,185.00411124968545,20.208023624101788,23.00191815940288,25.41166180389774,28.1267118868338,15.00536659948115,17.878118970247876,0.3696225045124882,0.348951601269567,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.375425981259627
2011,19,IA,081,HANCOCK,179.8,0.754838908233947,0.8761471471136155,152.82250500072246,68.08918637473933,20.383911830104328,24.359283867589944,25.49363420571567,29.51787497533529,15.275162007579723,19.20171281409904,0.3676505074423318,0.3240282633075437,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.4096006475594856
2012,19,IA,081,HANCOCK,143.3,0.8133478902020732,0.8442892161955233,64.59320114441545,20.76017737082755,21.585959310733333,24.894101637662203,27.69308024461926,31.401254209211466,15.479825863999595,18.38792779615394,0.2633663674170565,0.1634424830729372,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.489198590251245
2013,19,IA,081,HANCOCK,169.9,0.6055599429110943,0.841657781762801,122.634329919969,60.9352365256154,20.02896770895374,22.393666475696556,25.061457425729692,28.46811941994528,14.997471933458488,16.32021008055863,0.3854297504836602,0.2320316359088853,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.5182621625960379
2014,19,IA,081,HANCOCK,173.9,0.726646264465482,0.8521781088982733,229.37509292194855,59.320295710980936,20.476095012340988,19.863398837857144,25.715384878469443,25.57581736616112,15.23781104792357,14.15198843385608,0.3686820509530599,0.3206786565205634,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.4329851782268203
2015,19,IA,081,HANCOCK,201.2,0.7337006893744833,0.9002622418615274,131.7145177163649,98.83458187069826,20.355075234756356,21.50568506485916,25.682545449194663,27.0778743363738,15.028601228166377,15.934487594934556,0.3641811178643586,0.2903392266199313,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.4637073166464527
2016,19,IA,081,HANCOCK,200.3,0.79933168597411,0.887698424701185,89.48249975091566,150.03280531172953,21.575613177139036,21.96410020240702,27.74641204851232,27.062633960954592,15.405797263297217,16.86652827900069,0.3181994388530064,0.3158685160194673,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.4420575098109163
2017,19,IA,081,HANCOCK,200.2,0.7455803385464486,0.8563290313639252,84.6703957859599,62.5501678631676,21.20502142303553,22.6734724063406,27.92904140391725,28.68035634516236,14.481985387677785,16.66758543488661,0.2922477488190089,0.2887150079871569,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.4877505940575342
2018,19,IA,081,HANCOCK,176.7,0.6783902814550885,0.876826922525288,250.5483592372171,77.68760437704563,22.210258351162036,21.916873914518916,27.181271223885904,27.413782414320597,17.240225443580574,16.420965954310194,0.3609929522837842,0.3284231648350286,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.394123010010887
2019,19,IA,081,HANCOCK,193.3,0.7187547469311131,0.8837691772082038,89.54836816017644,85.51738395269203,19.903569907890475,23.062528574139243,25.374856380505047,28.333151465781544,14.43238368487263,17.79200608360184,0.3569876741642035,0.324529258248757,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.3850442429067396
2020,19,IA,081,HANCOCK,200.0,0.7587228151062736,0.8938083107772566,105.9456887398462,75.83286568743212,22.344030447704096,22.97688979425624,28.314011252730115,28.938147951924513,16.374154027206583,17.015734245754164,0.3321661671106724,0.2504691580689276,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.4666960502014519
2021,19,IA,081,HANCOCK,209.8,0.7511115307532811,0.8838296413639994,70.27836185336731,95.9616945270745,23.30350233424552,22.18940204200863,30.212415093292595,27.811813498144332,16.439427582382038,16.567132090633248,0.2816981490764883,0.2971715443235851,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.4205087969713872
2022,19,IA,081,HANCOCK,211.5,0.6668088529106562,0.8893356503541284,114.8383001391726,72.2345809466669,21.11843683337837,22.42177756272503,27.158002576839525,28.357121867624972,15.079012991876946,16.486575313360312,0.3291362233871771,0.2303696981062804,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.3041450839957848
2023,19,IA,081,HANCOCK,204.9,0.8161203378712247,0.8986018616895791,112.81809943788176,52.435571376091275,21.095026651270047,20.52250999181808,27.64081502800251,27.020429885456455,14.549381115227533,14.024734613994424,0.2316488255912953,0.216090367831725,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.2697847409465839
2024,19,IA,081,HANCOCK,203.1,0.6932213571745255,0.8561470634858441,183.20445541255785,103.84985135822474,21.15199114089006,21.58270421441166,26.946929357563587,27.072745005309404,15.357053122830992,16.09266339654962,0.3702748946879319,0.344339346327062,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.3771291623916961
2025,19,IA,081,HANCOCK,196.3,0.7104066080704264,0.8996206720594064,245.87714388105337,257.97792678191786,21.643367016704193,23.308926782073172,27.232208441736997,28.594818887305657,16.054525412726395,18.02299999388156,0.3635354430235623,0.3517561804239021,4.824643253354448,66.4338443481997,24.250286530631712,36.71949249220862,25.840594606337167,369.13470975673465,2.228127155873554,0.3562683862639914
2010,19,IA,083,HARDIN,185.8,0.8291242995709472,0.8887395327689558,201.40810242684125,246.47103052964715,21.36262927390111,23.599477226507258,26.879495203491295,28.795012163409194,15.846741802019178,18.404964126729737,0.3879302910527996,0.3667413665392924,3.8702234948618,64.05613556602637,24.153288137139185,29.31873418292582,24.239496310309757,336.251867932387,3.2165814501796364,0.4183499080441883
